EqName	FreeStand1	FreeStand2	FreeStand3	MeleeWStand	RangeWStand	DoubleWStand	NormalWalk	FreeWalk	MeleeWWalk	RangeWWalk	DoubleWWalk	NormalRun	FreeRun	MeleeWRun	RangeWRun	DoubleWRun	FreeWound	MeleeWWound	RangeWWound	DoubleWWound	FreeDie	MeleeWDie	MeleeWDie	DoubleWDie	FreeAttack	MeleeWPuncture	MeleeWCut	RangeWPuncture	RangeWCut	DoubleWPull	DoubleWPound	DartThrow	FreeMagic	MeleeWMagic	RangeWMagic	DoubleWMagic	SitDown	JumpFly	RideStand	RideWalk	RideRun	RideCut	RidePuncture	RideMagic	RideWound	RideDie	RideStand1	RideStand2
Anh Hµo CËp Phong ThÇn KiÕm	FM_LW_000_ST01.spr	FM_LW_000_ST02.spr	FM_LW_000_ST03.spr	FM_LW_000_ST04.spr	FM_LW_000_ST05.spr	FM_LW_000_ST06.spr	FM_LW_000_WK01.spr	FM_LW_000_WK01.spr	FM_LW_000_WK02.spr	FM_LW_000_WK03.spr	FM_LW_000_WK04.spr	FM_LW_000_RN01.spr	FM_LW_000_RN01.spr	FM_LW_000_RN02.spr	FM_LW_000_RN03.spr	FM_LW_000_RN04.spr	FM_LW_000_IJ01.spr	FM_LW_000_IJ02.spr	FM_LW_000_IJ03.spr	FM_LW_000_IJ04.spr	FM_LW_000_DE01.spr	FM_LW_000_DE02.spr	FM_LW_000_DE03.spr	FM_LW_000_DE04.spr	FM_LW_000_AT01.spr	FM_LW_000_AT02.spr	FM_LW_000_AT03.spr	FM_LW_000_AT04.spr	FM_LW_000_AT05.spr	FM_LW_000_AT06.spr	FM_LW_000_AT07.spr	FM_LW_000_MG01.spr	FM_LW_000_MG02.spr	FM_LW_000_MG03.spr	FM_LW_000_MG04.spr	FM_LW_000_MG05.spr	FM_LW_000_ZZ01.spr	FM_LW_000_JP01.spr	FM_LW_000_RD01.spr	FM_LW_000_HW01.spr	FM_LW_000_HR01.spr	FM_LW_000_HA01.spr	FM_LW_000_HA02.spr	FM_LW_000_HM01.spr	FM_LW_000_HI01.spr	FM_LW_000_HD01.spr	FM_LW_000_RD01.spr	FM_LW_000_RD01.spr
Anh Hµo S­¬ng Tinh B¶o §ao	FM_LW_000_ST01.spr	FM_LW_000_ST02.spr	FM_LW_000_ST03.spr	FM_LW_000_ST04.spr	FM_LW_000_ST05.spr	FM_LW_000_ST06.spr	FM_LW_000_WK01.spr	FM_LW_000_WK01.spr	FM_LW_000_WK02.spr	FM_LW_000_WK03.spr	FM_LW_000_WK04.spr	FM_LW_000_RN01.spr	FM_LW_000_RN01.spr	FM_LW_000_RN02.spr	FM_LW_000_RN03.spr	FM_LW_000_RN04.spr	FM_LW_000_IJ01.spr	FM_LW_000_IJ02.spr	FM_LW_000_IJ03.spr	FM_LW_000_IJ04.spr	FM_LW_000_DE01.spr	FM_LW_000_DE02.spr	FM_LW_000_DE03.spr	FM_LW_000_DE04.spr	FM_LW_000_AT01.spr	FM_LW_000_AT02.spr	FM_LW_000_AT03.spr	FM_LW_000_AT04.spr	FM_LW_000_AT05.spr	FM_LW_000_AT06.spr	FM_LW_000_AT07.spr	FM_LW_000_MG01.spr	FM_LW_000_MG02.spr	FM_LW_000_MG03.spr	FM_LW_000_MG04.spr	FM_LW_000_MG05.spr	FM_LW_000_ZZ01.spr	FM_LW_000_JP01.spr	FM_LW_000_RD01.spr	FM_LW_000_HW01.spr	FM_LW_000_HR01.spr	FM_LW_000_HA01.spr	FM_LW_000_HA02.spr	FM_LW_000_HM01.spr	FM_LW_000_HI01.spr	FM_LW_000_HD01.spr	FM_LW_000_RD01.spr	FM_LW_000_RD01.spr
Anh Hµo L«i Khung ThÇn KiÕm	FM_LW_000_ST01.spr	FM_LW_000_ST02.spr	FM_LW_000_ST03.spr	FM_LW_000_ST04.spr	FM_LW_000_ST05.spr	FM_LW_000_ST06.spr	FM_LW_000_WK01.spr	FM_LW_000_WK01.spr	FM_LW_000_WK02.spr	FM_LW_000_WK03.spr	FM_LW_000_WK04.spr	FM_LW_000_RN01.spr	FM_LW_000_RN01.spr	FM_LW_000_RN02.spr	FM_LW_000_RN03.spr	FM_LW_000_RN04.spr	FM_LW_000_IJ01.spr	FM_LW_000_IJ02.spr	FM_LW_000_IJ03.spr	FM_LW_000_IJ04.spr	FM_LW_000_DE01.spr	FM_LW_000_DE02.spr	FM_LW_000_DE03.spr	FM_LW_000_DE04.spr	FM_LW_000_AT01.spr	FM_LW_000_AT02.spr	FM_LW_000_AT03.spr	FM_LW_000_AT04.spr	FM_LW_000_AT05.spr	FM_LW_000_AT06.spr	FM_LW_000_AT07.spr	FM_LW_000_MG01.spr	FM_LW_000_MG02.spr	FM_LW_000_MG03.spr	FM_LW_000_MG04.spr	FM_LW_000_MG05.spr	FM_LW_000_ZZ01.spr	FM_LW_000_JP01.spr	FM_LW_000_RD01.spr	FM_LW_000_HW01.spr	FM_LW_000_HR01.spr	FM_LW_000_HA01.spr	FM_LW_000_HA02.spr	FM_LW_000_HM01.spr	FM_LW_000_HI01.spr	FM_LW_000_HD01.spr	FM_LW_000_RD01.spr	FM_LW_000_RD01.spr
Anh Hµo Phï V©n KiÕm	FM_LW_000_ST01.spr	FM_LW_000_ST02.spr	FM_LW_000_ST03.spr	FM_LW_000_ST04.spr	FM_LW_000_ST05.spr	FM_LW_000_ST06.spr	FM_LW_000_WK01.spr	FM_LW_000_WK01.spr	FM_LW_000_WK02.spr	FM_LW_000_WK03.spr	FM_LW_000_WK04.spr	FM_LW_000_RN01.spr	FM_LW_000_RN01.spr	FM_LW_000_RN02.spr	FM_LW_000_RN03.spr	FM_LW_000_RN04.spr	FM_LW_000_IJ01.spr	FM_LW_000_IJ02.spr	FM_LW_000_IJ03.spr	FM_LW_000_IJ04.spr	FM_LW_000_DE01.spr	FM_LW_000_DE02.spr	FM_LW_000_DE03.spr	FM_LW_000_DE04.spr	FM_LW_000_AT01.spr	FM_LW_000_AT02.spr	FM_LW_000_AT03.spr	FM_LW_000_AT04.spr	FM_LW_000_AT05.spr	FM_LW_000_AT06.spr	FM_LW_000_AT07.spr	FM_LW_000_MG01.spr	FM_LW_000_MG02.spr	FM_LW_000_MG03.spr	FM_LW_000_MG04.spr	FM_LW_000_MG05.spr	FM_LW_000_ZZ01.spr	FM_LW_000_JP01.spr	FM_LW_000_RD01.spr	FM_LW_000_HW01.spr	FM_LW_000_HR01.spr	FM_LW_000_HA01.spr	FM_LW_000_HA02.spr	FM_LW_000_HM01.spr	FM_LW_000_HI01.spr	FM_LW_000_HD01.spr	FM_LW_000_RD01.spr	FM_LW_000_RD01.spr
Anh Hµo Xung V©n KiÕm	FM_LW_000_ST01.spr	FM_LW_000_ST02.spr	FM_LW_000_ST03.spr	FM_LW_000_ST04.spr	FM_LW_000_ST05.spr	FM_LW_000_ST06.spr	FM_LW_000_WK01.spr	FM_LW_000_WK01.spr	FM_LW_000_WK02.spr	FM_LW_000_WK03.spr	FM_LW_000_WK04.spr	FM_LW_000_RN01.spr	FM_LW_000_RN01.spr	FM_LW_000_RN02.spr	FM_LW_000_RN03.spr	FM_LW_000_RN04.spr	FM_LW_000_IJ01.spr	FM_LW_000_IJ02.spr	FM_LW_000_IJ03.spr	FM_LW_000_IJ04.spr	FM_LW_000_DE01.spr	FM_LW_000_DE02.spr	FM_LW_000_DE03.spr	FM_LW_000_DE04.spr	FM_LW_000_AT01.spr	FM_LW_000_AT02.spr	FM_LW_000_AT03.spr	FM_LW_000_AT04.spr	FM_LW_000_AT05.spr	FM_LW_000_AT06.spr	FM_LW_000_AT07.spr	FM_LW_000_MG01.spr	FM_LW_000_MG02.spr	FM_LW_000_MG03.spr	FM_LW_000_MG04.spr	FM_LW_000_MG05.spr	FM_LW_000_ZZ01.spr	FM_LW_000_JP01.spr	FM_LW_000_RD01.spr	FM_LW_000_HW01.spr	FM_LW_000_HR01.spr	FM_LW_000_HA01.spr	FM_LW_000_HA02.spr	FM_LW_000_HM01.spr	FM_LW_000_HI01.spr	FM_LW_000_HD01.spr	FM_LW_000_RD01.spr	FM_LW_000_RD01.spr
Thiªn MÖnh Méng Long TriÒn Thñ 																																																
Thiªn MÖnh Phôc Ma Ph¸p C«n 																																																
Thiªn MÖnh Tø Kh«ng Giíi §ao 																																																
Thiªn MÖnh H¸m Thiªn ThÇn Chïy 	FM_LW_178sw_ST01.spr	FM_LW_178sw_ST02.spr	FM_LW_000_ST03.spr	FM_LW_000_ST04.spr	FM_LW_000_ST05.spr	FM_LW_178sw_ST06.spr	FM_LW_000_WK01.spr	FM_LW_000_WK01.spr	FM_LW_178sw_WK02.spr	FM_LW_178sw_WK03.spr	FM_LW_178sw_WK04.spr	FM_LW_000_RN01.spr	FM_LW_000_RN01.spr	FM_LW_178sw_RN02.spr	FM_LW_178sw_RN03.spr	FM_LW_178sw_RN04.spr	FM_LW_000_IJ01.spr	FM_LW_178sw_IJ02.spr	FM_LW_178sw_IJ03.spr	FM_LW_178sw_IJ04.spr	FM_LW_000_DE01.spr	FM_LW_178sw_DE02.spr	FM_LW_178sw_DE03.spr	FM_LW_178sw_DE04.spr	FM_LW_000_AT01.spr	FM_LW_178sw_AT02.spr	FM_LW_178sw_AT03.spr	FM_LW_178sw_AT04.spr	FM_LW_178sw_AT05.spr	FM_LW_178sw_AT06.spr	FM_LW_178sw_AT07.spr	FM_LW_178sw_MG01.spr	FM_LW_000_MG02.spr	FM_LW_178sw_MG03.spr	FM_LW_178sw_MG04.spr	FM_LW_178sw_MG05.spr	FM_LW_000_ZZ01.spr	FM_LW_000_JP01.spr	FM_LW_178sw_RD01.spr	FM_LW_178sw_HW01.spr	FM_LW_178sw_HR01.spr	FM_LW_178sw_HA01.spr	FM_LW_178sw_HA02.spr	FM_LW_178sw_HM01.spr	FM_LW_178sw_HI01.spr	FM_LW_178sw_HD01.spr	FM_LW_178sw_RD01.spr	FM_LW_178sw_RD01.spr
Thiªn MÖnh KÕ NghiÖp Th­¬ng 	FM_LW_000_ST01.spr	FM_LW_000_ST02.spr	FM_LW_000_ST03.spr	FM_LW_000_ST04.spr	FM_LW_000_ST05.spr	FM_LW_000_ST06.spr	FM_LW_000_WK01.spr	FM_LW_000_WK01.spr	FM_LW_000_WK02.spr	FM_LW_000_WK03.spr	FM_LW_000_WK04.spr	FM_LW_000_RN01.spr	FM_LW_000_RN01.spr	FM_LW_000_RN02.spr	FM_LW_000_RN03.spr	FM_LW_000_RN04.spr	FM_LW_000_IJ01.spr	FM_LW_000_IJ02.spr	FM_LW_000_IJ03.spr	FM_LW_000_IJ04.spr	FM_LW_000_DE01.spr	FM_LW_000_DE02.spr	FM_LW_000_DE03.spr	FM_LW_000_DE04.spr	FM_LW_000_AT01.spr	FM_LW_000_AT02.spr	FM_LW_000_AT03.spr	FM_LW_000_AT04.spr	FM_LW_000_AT05.spr	FM_LW_000_AT06.spr	FM_LW_000_AT07.spr	FM_LW_000_MG01.spr	FM_LW_000_MG02.spr	FM_LW_000_MG03.spr	FM_LW_000_MG04.spr	FM_LW_000_MG05.spr	FM_LW_000_ZZ01.spr	FM_LW_000_JP01.spr	FM_LW_000_RD01.spr	FM_LW_000_HW01.spr	FM_LW_000_HR01.spr	FM_LW_000_HA01.spr	FM_LW_000_HA02.spr	FM_LW_000_HM01.spr	FM_LW_000_HI01.spr	FM_LW_000_HD01.spr	FM_LW_000_RD01.spr	FM_LW_000_RD01.spr
Thiªn MÖnh Ngù Long B¶o §ao 	FM_LW_000_ST01.spr	FM_LW_000_ST02.spr	FM_LW_000_ST03.spr	FM_LW_000_ST04.spr	FM_LW_000_ST05.spr	FM_LW_000_ST06.spr	FM_LW_000_WK01.spr	FM_LW_000_WK01.spr	FM_LW_000_WK02.spr	FM_LW_000_WK03.spr	FM_LW_000_WK04.spr	FM_LW_000_RN01.spr	FM_LW_000_RN01.spr	FM_LW_000_RN02.spr	FM_LW_000_RN03.spr	FM_LW_000_RN04.spr	FM_LW_000_IJ01.spr	FM_LW_000_IJ02.spr	FM_LW_000_IJ03.spr	FM_LW_000_IJ04.spr	FM_LW_000_DE01.spr	FM_LW_000_DE02.spr	FM_LW_000_DE03.spr	FM_LW_000_DE04.spr	FM_LW_000_AT01.spr	FM_LW_000_AT02.spr	FM_LW_000_AT03.spr	FM_LW_000_AT04.spr	FM_LW_000_AT05.spr	FM_LW_000_AT06.spr	FM_LW_000_AT07.spr	FM_LW_000_MG01.spr	FM_LW_000_MG02.spr	FM_LW_000_MG03.spr	FM_LW_000_MG04.spr	FM_LW_000_MG05.spr	FM_LW_000_ZZ01.spr	FM_LW_000_JP01.spr	FM_LW_000_RD01.spr	FM_LW_000_HW01.spr	FM_LW_000_HR01.spr	FM_LW_000_HA01.spr	FM_LW_000_HA02.spr	FM_LW_000_HM01.spr	FM_LW_000_HI01.spr	FM_LW_000_HD01.spr	FM_LW_000_RD01.spr	FM_LW_000_RD01.spr
Thiªn MÖnh V« Gian B¶o KiÕm 	FM_LW_000_ST01.spr	FM_LW_000_ST02.spr	FM_LW_000_ST03.spr	FM_LW_000_ST04.spr	FM_LW_000_ST05.spr	FM_LW_000_ST06.spr	FM_LW_000_WK01.spr	FM_LW_000_WK01.spr	FM_LW_000_WK02.spr	FM_LW_000_WK03.spr	FM_LW_000_WK04.spr	FM_LW_000_RN01.spr	FM_LW_000_RN01.spr	FM_LW_000_RN02.spr	FM_LW_000_RN03.spr	FM_LW_000_RN04.spr	FM_LW_000_IJ01.spr	FM_LW_000_IJ02.spr	FM_LW_000_IJ03.spr	FM_LW_000_IJ04.spr	FM_LW_000_DE01.spr	FM_LW_000_DE02.spr	FM_LW_000_DE03.spr	FM_LW_000_DE04.spr	FM_LW_000_AT01.spr	FM_LW_000_AT02.spr	FM_LW_000_AT03.spr	FM_LW_000_AT04.spr	FM_LW_000_AT05.spr	FM_LW_000_AT06.spr	FM_LW_000_AT07.spr	FM_LW_000_MG01.spr	FM_LW_000_MG02.spr	FM_LW_000_MG03.spr	FM_LW_000_MG04.spr	FM_LW_000_MG05.spr	FM_LW_000_ZZ01.spr	FM_LW_000_JP01.spr	FM_LW_000_RD01.spr	FM_LW_000_HW01.spr	FM_LW_000_HR01.spr	FM_LW_000_HA01.spr	FM_LW_000_HA02.spr	FM_LW_000_HM01.spr	FM_LW_000_HI01.spr	FM_LW_000_HD01.spr	FM_LW_000_RD01.spr	FM_LW_000_RD01.spr
Thiªn MÖnh V« YÓm TriÒn Thñ 	FM_LW_158_ST01.spr	FM_LW_158_ST02.spr	FM_LW_158_ST03.spr	FM_LW_158_ST04.spr	FM_LW_158_ST05.spr	FM_LW_158_ST06.spr	FM_LW_158_WK01.spr	FM_LW_158_WK01.spr	FM_LW_158_WK02.spr	FM_LW_158_WK03.spr	FM_LW_158_WK04.spr	FM_LW_158_RN01.spr	FM_LW_158_RN01.spr	FM_LW_158_RN02.spr	FM_LW_158_RN03.spr	FM_LW_158_RN04.spr	FM_LW_158_IJ01.spr	FM_LW_158_IJ02.spr	FM_LW_158_IJ03.spr	FM_LW_158_IJ04.spr	FM_LW_158_DE01.spr	FM_LW_158_DE02.spr	FM_LW_158_DE03.spr	FM_LW_158_DE04.spr	FM_LW_158_AT01.spr	FM_LW_158_AT02.spr	FM_LW_158_AT03.spr	FM_LW_158_AT04.spr	FM_LW_158_AT05.spr	FM_LW_158_AT06.spr	FM_LW_158_AT07.spr	FM_LW_158_MG01.spr	FM_LW_158_MG02.spr	FM_LW_158_MG03.spr	FM_LW_158_MG04.spr	FM_LW_158_MG05.spr	FM_LW_158_ZZ01.spr	FM_LW_158_JP01.spr	FM_LW_158_RD01.spr	FM_LW_158_HW01.spr	FM_LW_158_HR01.spr	FM_LW_158_HA01.spr	FM_LW_158_HA02.spr	FM_LW_158_HM01.spr	FM_LW_158_HI01.spr	FM_LW_158_HD01.spr	FM_LW_158_RD01.spr	FM_LW_158_RD01.spr
Thiªn MÖnh Thª Hoµng B¶o §ao 	FM_LW_000_ST01.spr	FM_LW_000_ST02.spr	FM_LW_000_ST03.spr	FM_LW_000_ST04.spr	FM_LW_000_ST05.spr	FM_LW_000_ST06.spr	FM_LW_000_WK01.spr	FM_LW_000_WK01.spr	FM_LW_000_WK02.spr	FM_LW_000_WK03.spr	FM_LW_000_WK04.spr	FM_LW_000_RN01.spr	FM_LW_000_RN01.spr	FM_LW_000_RN02.spr	FM_LW_000_RN03.spr	FM_LW_000_RN04.spr	FM_LW_000_IJ01.spr	FM_LW_000_IJ02.spr	FM_LW_000_IJ03.spr	FM_LW_000_IJ04.spr	FM_LW_000_DE01.spr	FM_LW_000_DE02.spr	FM_LW_000_DE03.spr	FM_LW_000_DE04.spr	FM_LW_000_AT01.spr	FM_LW_000_AT02.spr	FM_LW_000_AT03.spr	FM_LW_000_AT04.spr	FM_LW_000_AT05.spr	FM_LW_000_AT06.spr	FM_LW_000_AT07.spr	FM_LW_000_MG01.spr	FM_LW_000_MG02.spr	FM_LW_000_MG03.spr	FM_LW_000_MG04.spr	FM_LW_000_MG05.spr	FM_LW_000_ZZ01.spr	FM_LW_000_JP01.spr	FM_LW_000_RD01.spr	FM_LW_000_HW01.spr	FM_LW_000_HR01.spr	FM_LW_000_HA01.spr	FM_LW_000_HA02.spr	FM_LW_000_HM01.spr	FM_LW_000_HI01.spr	FM_LW_000_HD01.spr	FM_LW_000_RD01.spr	FM_LW_000_RD01.spr
Thiªn MÖnh BÝch H¶i Uyªn ¦¬ng §ao 	FM_LW_183sw_ST01.spr	FM_LW_183sw_ST02.spr	FM_LW_183sw_ST03.spr	FM_LW_183sw_ST04.spr	FM_LW_183sw_ST05.spr	FM_LW_183sw_ST06.spr	FM_LW_183sw_WK01.spr	FM_LW_183sw_WK01.spr	FM_LW_183sw_WK02.spr	FM_LW_183sw_WK03.spr	FM_LW_183sw_WK04.spr	FM_LW_183sw_RN01.spr	FM_LW_183sw_RN01.spr	FM_LW_183sw_RN02.spr	FM_LW_183sw_RN03.spr	FM_LW_183sw_RN04.spr	FM_LW_183sw_IJ01.spr	FM_LW_183sw_IJ02.spr	FM_LW_183sw_IJ03.spr	FM_LW_183sw_IJ04.spr	FM_LW_183sw_DE01.spr	FM_LW_183sw_DE02.spr	FM_LW_183sw_DE03.spr	FM_LW_183sw_DE04.spr	FM_LW_183sw_AT01.spr	FM_LW_183sw_AT02.spr	FM_LW_183sw_AT03.spr	FM_LW_183sw_AT04.spr	FM_LW_183sw_AT05.spr	FM_LW_183sw_AT06.spr	FM_LW_183sw_AT07.spr	FM_LW_183sw_MG01.spr	FM_LW_183sw_MG02.spr	FM_LW_183sw_MG03.spr	FM_LW_183sw_MG04.spr	FM_LW_183sw_MG05.spr	FM_LW_183sw_ZZ01.spr	FM_LW_183sw_JP01.spr	FM_LW_183sw_RD01.spr	FM_LW_183sw_HW01.spr	FM_LW_183sw_HR01.spr	FM_LW_183sw_HA01.spr	FM_LW_183sw_HA02.spr	FM_LW_183sw_HM01.spr	FM_LW_183sw_HI01.spr	FM_LW_183sw_HD01.spr	FM_LW_183sw_RD01.spr	FM_LW_183sw_RD01.spr
Thiªn MÖnh U Lung TriÒn Thñ 	FM_LW_153_ST01.spr	FM_LW_153_ST02.spr	FM_LW_153_ST03.spr	FM_LW_153_ST04.spr	FM_LW_153_ST05.spr	FM_LW_153_ST06.spr	FM_LW_153_WK01.spr	FM_LW_153_WK01.spr	FM_LW_153_WK02.spr	FM_LW_153_WK03.spr	FM_LW_153_WK04.spr	FM_LW_153_RN01.spr	FM_LW_153_RN01.spr	FM_LW_153_RN02.spr	FM_LW_153_RN03.spr	FM_LW_153_RN04.spr	FM_LW_153_IJ01.spr	FM_LW_153_IJ02.spr	FM_LW_153_IJ03.spr	FM_LW_153_IJ04.spr	FM_LW_153_DE01.spr	FM_LW_153_DE02.spr	FM_LW_153_DE03.spr	FM_LW_153_DE04.spr	FM_LW_153_AT01.spr	FM_LW_153_AT02.spr	FM_LW_153_AT03.spr	FM_LW_153_AT04.spr	FM_LW_153_AT05.spr	FM_LW_153_AT06.spr	FM_LW_153_AT07.spr	FM_LW_153_MG01.spr	FM_LW_153_MG02.spr	FM_LW_153_MG03.spr	FM_LW_153_MG04.spr	FM_LW_153_MG05.spr	FM_LW_153_ZZ01.spr	FM_LW_153_JP01.spr	FM_LW_153_RD01.spr	FM_LW_153_HW01.spr	FM_LW_153_HR01.spr	FM_LW_153_HA01.spr	FM_LW_153_HA02.spr	FM_LW_153_HM01.spr	FM_LW_153_HI01.spr	FM_LW_153_HD01.spr	FM_LW_153_RD01.spr	FM_LW_153_RD01.spr
Thiªn MÖnh Minh ¶o HuyÕt NhÉn 	FM_LW_000_ST01.spr	FM_LW_000_ST02.spr	FM_LW_000_ST03.spr	FM_LW_000_ST04.spr	FM_LW_000_ST05.spr	FM_LW_000_ST06.spr	FM_LW_000_WK01.spr	FM_LW_000_WK01.spr	FM_LW_000_WK02.spr	FM_LW_000_WK03.spr	FM_LW_000_WK04.spr	FM_LW_000_RN01.spr	FM_LW_000_RN01.spr	FM_LW_000_RN02.spr	FM_LW_000_RN03.spr	FM_LW_000_RN04.spr	FM_LW_000_IJ01.spr	FM_LW_000_IJ02.spr	FM_LW_000_IJ03.spr	FM_LW_000_IJ04.spr	FM_LW_000_DE01.spr	FM_LW_000_DE02.spr	FM_LW_000_DE03.spr	FM_LW_000_DE04.spr	FM_LW_000_AT01.spr	FM_LW_000_AT02.spr	FM_LW_000_AT03.spr	FM_LW_000_AT04.spr	FM_LW_000_AT05.spr	FM_LW_000_AT06.spr	FM_LW_000_AT07.spr	FM_LW_000_MG01.spr	FM_LW_000_MG02.spr	FM_LW_000_MG03.spr	FM_LW_000_MG04.spr	FM_LW_000_MG05.spr	FM_LW_000_ZZ01.spr	FM_LW_000_JP01.spr	FM_LW_000_RD01.spr	FM_LW_000_HW01.spr	FM_LW_000_HR01.spr	FM_LW_000_HA01.spr	FM_LW_000_HA02.spr	FM_LW_000_HM01.spr	FM_LW_000_HI01.spr	FM_LW_000_HD01.spr	FM_LW_000_RD01.spr	FM_LW_000_RD01.spr
Thiªn MÖnh B¨ng Hµn Phi §ao 	FM_LW_153_ST01.spr	FM_LW_153_ST02.spr	FM_LW_153_ST03.spr	FM_LW_153_ST04.spr	FM_LW_153_ST05.spr	FM_LW_153_ST06.spr	FM_LW_153_WK01.spr	FM_LW_153_WK01.spr	FM_LW_153_WK02.spr	FM_LW_153_WK03.spr	FM_LW_153_WK04.spr	FM_LW_153_RN01.spr	FM_LW_153_RN01.spr	FM_LW_153_RN02.spr	FM_LW_153_RN03.spr	FM_LW_153_RN04.spr	FM_LW_153_IJ01.spr	FM_LW_153_IJ02.spr	FM_LW_153_IJ03.spr	FM_LW_153_IJ04.spr	FM_LW_153_DE01.spr	FM_LW_153_DE02.spr	FM_LW_153_DE03.spr	FM_LW_153_DE04.spr	FM_LW_153_AT01.spr	FM_LW_153_AT02.spr	FM_LW_153_AT03.spr	FM_LW_153_AT04.spr	FM_LW_153_AT05.spr	FM_LW_153_AT06.spr	FM_LW_153_AT07.spr	FM_LW_153_MG01.spr	FM_LW_153_MG02.spr	FM_LW_153_MG03.spr	FM_LW_153_MG04.spr	FM_LW_153_MG05.spr	FM_LW_153_ZZ01.spr	FM_LW_153_JP01.spr	FM_LW_153_RD01.spr	FM_LW_153_HW01.spr	FM_LW_153_HR01.spr	FM_LW_153_HA01.spr	FM_LW_153_HA02.spr	FM_LW_153_HM01.spr	FM_LW_153_HI01.spr	FM_LW_153_HD01.spr	FM_LW_153_RD01.spr	FM_LW_153_RD01.spr
Thiªn MÖnh Thiªn Quang Tô TiÔn 	FM_LW_153_ST01.spr	FM_LW_153_ST02.spr	FM_LW_153_ST03.spr	FM_LW_153_ST04.spr	FM_LW_153_ST05.spr	FM_LW_153_ST06.spr	FM_LW_153_WK01.spr	FM_LW_153_WK01.spr	FM_LW_153_WK02.spr	FM_LW_153_WK03.spr	FM_LW_153_WK04.spr	FM_LW_153_RN01.spr	FM_LW_153_RN01.spr	FM_LW_153_RN02.spr	FM_LW_153_RN03.spr	FM_LW_153_RN04.spr	FM_LW_153_IJ01.spr	FM_LW_153_IJ02.spr	FM_LW_153_IJ03.spr	FM_LW_153_IJ04.spr	FM_LW_153_DE01.spr	FM_LW_153_DE02.spr	FM_LW_153_DE03.spr	FM_LW_153_DE04.spr	FM_LW_153_AT01.spr	FM_LW_153_AT02.spr	FM_LW_153_AT03.spr	FM_LW_153_AT04.spr	FM_LW_153_AT05.spr	FM_LW_153_AT06.spr	FM_LW_153_AT07.spr	FM_LW_153_MG01.spr	FM_LW_153_MG02.spr	FM_LW_153_MG03.spr	FM_LW_153_MG04.spr	FM_LW_153_MG05.spr	FM_LW_153_ZZ01.spr	FM_LW_153_JP01.spr	FM_LW_153_RD01.spr	FM_LW_153_HW01.spr	FM_LW_153_HR01.spr	FM_LW_153_HA01.spr	FM_LW_153_HA02.spr	FM_LW_153_HM01.spr	FM_LW_153_HI01.spr	FM_LW_153_HD01.spr	FM_LW_153_RD01.spr	FM_LW_153_RD01.spr
Thiªn MÖnh S©m Hoang Phi Tiªu 	FM_LW_153_ST01.spr	FM_LW_153_ST02.spr	FM_LW_153_ST03.spr	FM_LW_153_ST04.spr	FM_LW_153_ST05.spr	FM_LW_153_ST06.spr	FM_LW_153_WK01.spr	FM_LW_153_WK01.spr	FM_LW_153_WK02.spr	FM_LW_153_WK03.spr	FM_LW_153_WK04.spr	FM_LW_153_RN01.spr	FM_LW_153_RN01.spr	FM_LW_153_RN02.spr	FM_LW_153_RN03.spr	FM_LW_153_RN04.spr	FM_LW_153_IJ01.spr	FM_LW_153_IJ02.spr	FM_LW_153_IJ03.spr	FM_LW_153_IJ04.spr	FM_LW_153_DE01.spr	FM_LW_153_DE02.spr	FM_LW_153_DE03.spr	FM_LW_153_DE04.spr	FM_LW_153_AT01.spr	FM_LW_153_AT02.spr	FM_LW_153_AT03.spr	FM_LW_153_AT04.spr	FM_LW_153_AT05.spr	FM_LW_153_AT06.spr	FM_LW_153_AT07.spr	FM_LW_153_MG01.spr	FM_LW_153_MG02.spr	FM_LW_153_MG03.spr	FM_LW_153_MG04.spr	FM_LW_153_MG05.spr	FM_LW_153_ZZ01.spr	FM_LW_153_JP01.spr	FM_LW_153_RD01.spr	FM_LW_153_HW01.spr	FM_LW_153_HR01.spr	FM_LW_153_HA01.spr	FM_LW_153_HA02.spr	FM_LW_153_HM01.spr	FM_LW_153_HI01.spr	FM_LW_153_HD01.spr	FM_LW_153_RD01.spr	FM_LW_153_RD01.spr
