Ð§¹û	ÊÇ·ñÇ°×º	ÎåÐÐÒªÇó	µÈ¼¶ÒªÇó	ÊôÐÔµ÷ÕûÀà±ð	²ÎÊý1×îÐ¡Öµ	²ÎÊý1×î´óÖµ	²ÎÊý2×îÐ¡Öµ	²ÎÊý2×î´óÖµ	²ÎÊý3×îÐ¡Öµ	²ÎÊý3×î´óÖµ	Ð§¹ûËµÃ÷
È«¿¹9				114	3	5	-1	-1	0	0	0
À×·À9				103	5	10	-1	-1	0	0	0
´ò»÷»Ø¸´8				113	50	50	-1	-1	0	0	0
ÄÚÁ¦14				89	200	200	-1	-1	0	0	0
ÅÜËÙ10				111	50	50	-1	-1	0	0	0
¼õÉÙ±ù¶³Ê±¼ä10				106	30	40	-1	-1	0	0	0
À×·À10				103	20	25	-1	-1	0	0	0
¼õÉÙ±ù¶³Ê±¼ä11				106	30	50	-1	-1	0	0	0
È«¿¹10				114	12	12	-1	-1	0	0	0
ÄÚÁ¦15				89	80	80	-1	-1	0	0	0
±ù·À8				105	24	24	-1	-1	0	0	0
¶¾·À10				101	24	24	-1	-1	0	0	0
»ð·À10				102	24	24	-1	-1	0	0	0
ÍâÆÕ%6				126	135	135	-1	-1	6	6	0
Íâ¹¦¹¥ËÙ5				115	36	36	-1	-1	0	0	0
ÃüÖÐ6				166	560	560	-1	-1	0	0	0
ÍâÆÕµãÊý5				121	56	56	-1	-1	0	0	0
ÎüÄÚ4				137	6	6	-1	-1	0	0	0
ÈçÀ´Ç§Ò¶2				139	3	3	-1	-1	273	273	0
ÉúÃü20				85	160	160	-1	-1	0	0	0
ÍâÆÕ%7				126	120	120	-1	-1	6	6	0
ºöÂÔÉÁ±Ü3				58	2	2	-1	-1	0	0	0
ÃüÖÐ7				166	240	240	-1	-1	0	0	0
ÍâÆÕ%8				126	80	80	-1	-1	6	6	0
ÍâÆÕµãÊý6				121	40	40	-1	-1	0	0	0
ÎüÑª5				136	6	6	-1	-1	0	0	0
Íâ±ùµãÊý5				123	100	100	-1	-1	0	0	0
Íâ¹¦10				99	0	0	-1	-1	0	0	0
ÃüÖÐ8				166	320	320	-1	-1	0	0	0
·ð·¨ÎÞ±ß2				139	3	3	-1	-1	252	252	0
±ù¹ÇÑ©ÐÄ2				139	3	3	-1	-1	114	114	0
ÉúÃü21				85	360	360	-1	-1	0	0	0
ÄÚ¹¦¹¥ËÙ5				116	36	36	-1	-1	0	0	0
´äÑÌË«µ¶2				139	3	3	-1	-1	97	97	0
ÄÚ±ùÉË5				169	260	260	-1	-1	0	0	0
ÄÚÁ¦16				89	360	360	-1	-1	0	0	0
Íâ¹¦¹¥ËÙ6				115	29	29	-1	-1	0	0	0
Íâ¶¾µãÊý4				125	27	27	-1	-1	0	0	0
Íâ¹¦¹¥ËÙ7				115	56	56	-1	-1	0	0	0
ÐÄÑÛ2				139	3	3	-1	-1	48	48	0
×íµú¿ñÎè2				139	3	3	-1	-1	130	130	0
ÌìÄ§½âÌå2				139	3	3	-1	-1	150	150	0
Ì«¼«Éñ¹¦2				139	3	3	-1	-1	166	166	0
ÍâÆÕ%9				126	100	100	-1	-1	6	6	0
Ëª°ÁÀ¥ÂØ2				139	3	3	-1	-1	275	275	0
Éí·¨8				98	2	2	-1	-1	0	0	0
ÄÚÁ¦17				89	170	170	-1	-1	0	0	0
Á¦Á¿7				97	2	2	-1	-1	0	0	0
ÉúÃü22				85	170	170	-1	-1	0	0	0
ÌåÁ¦8				93	210	210	-1	-1	0	0	0
ÐÒÔË6				135	20	20	-1	-1	0	0	0
ÄÚÁ¦18				89	210	210	-1	-1	0	0	0
ÌåÁ¦9				93	170	170	-1	-1	0	0	0
ÉúÃü23				85	210	210	-1	-1	0	0	0
È«¿¹11				114	10	10	-1	-1	0	0	0
¾­Ñé2				176	20	20	-1	-1	0	0	0
ÉúÃü24				85	100	100	-1	-1	0	0	0
¾­Ñé3				176	100	100	-1	-1	0	0	0
´ò»÷»Ø¸´9				113	56	56	-1	-1	0	0	0
ÉÙÁÖÈ­·¨2				139	3	3	-1	-1	8	8	0
ÆÕ·À10				104	28	28	-1	-1	0	0	0
ÄÚÁ¦19				89	180	180	-1	-1	0	0	0
´ïÄ¦¶É½­2				139	3	3	-1	-1	318	318	0
ÉúÃü25				85	35	35	-1	-1	0	0	0
Íâ¹¦11				99	3	3	-1	-1	0	0	0
ÄÚ±ùÉË6				169	180	180	-1	-1	0	0	0
¶ëáÒÕÆ·¨2				139	3	3	-1	-1	79	79	0
·ð¹âÆÕÕÕ2				139	3	3	-1	-1	91	91	0
À×·À11				103	28	28	-1	-1	0	0	0
ÃÎµû2				139	3	3	-1	-1	89	89	0
ÆÕ·À11				104	22	22	-1	-1	0	0	0
È«¿¹12				114	22	22	-1	-1	0	0	0
Ëõ¶Ì¶¾·¢¼ä¸ô2				164	18	18	-1	-1	0	0	0
Íâ¹¦12				99	36	36	-1	-1	0	0	0
ÅÜËÙ11				111	45	45	-1	-1	0	0	0
À×·À12				103	3	3	-1	-1	0	0	0
Íò¹ÆÊ´ÐÄ2				139	3	3	-1	-1	73	73	0
¶¾·À11				101	45	45	-1	-1	0	0	0
¾ÅÌì¿ñÀ×2				139	3	3	-1	-1	67	67	0
¶¾´Ì¹Ç2				139	3	3	-1	-1	303	303	0
µØÑæ»ð2				139	3	3	-1	-1	347	347	0
ÄÚÁ¦20				89	30	30	-1	-1	0	0	0
´ò»÷»Ø¸´10				113	48	48	-1	-1	0	0	0
¿ºÁúÓÐ»Ú2				139	3	3	-1	-1	128	128	0
Éå»êÂÒÐÄ2				139	3	3	-1	-1	391	391	0
·ÉºèÎÞ¼£2				139	3	3	-1	-1	140	140	0
±ù·À9				105	28	28	-1	-1	0	0	0
±¯ËÖÇå·ç2				139	3	3	-1	-1	364	364	0
ÅÜËÙ12				111	56	56	-1	-1	0	0	0
ÍÆÉ½Ìîº£2				139	3	3	-1	-1	138	138	0
Ä§Ñ×ÆßÉ±2				139	3	3	-1	-1	148	148	0
ÌìµØÎÞ¼«2				139	3	3	-1	-1	365	365	0
°þ¼°¶ø¸´2				139	3	3	-1	-1	164	164	0
¶¾·À12				101	28	28	-1	-1	0	0	0
ÎÞÎÒÎÞ½£2				139	3	3	-1	-1	165	165	0
¼õÉÙÖÐ¶¾Ê±¼ä7				108	36	36	-1	-1	0	0	0
ÌìÇåµØ×Ç2				139	3	3	-1	-1	173	173	0
Çå·ç·û2				139	3	3	-1	-1	171	171	0
Êø¸¿Öä2				139	3	3	-1	-1	392	392	0
±±Ú¤µ½º£2				139	3	3	-1	-1	393	393	0
ÉúÃü26				85	199	199	-1	-1	0	0	0
ÉúÃü27				85	49	49	-1	-1	0	0	0
¼õÉÙ±ù¶³Ê±¼ä12				106	50	50	-1	-1	0	0	0
¼õÉÙÖÐ¶¾Ê±¼ä8				108	80	80	-1	-1	0	0	0
ÄÚÁ¦21				89	100	199	-1	-1	0	0	0
±ù·À10				105	20	30	-1	-1	0	0	0
¶¾·À13				101	20	30	-1	-1	0	0	0
»ð·À11				102	20	30	-1	-1	0	0	0
±ù·À11				105	20	20	-1	-1	0	0	0
¶¾·À14				101	20	20	-1	-1	0	0	0
»ð·À12				102	20	20	-1	-1	0	0	0
Sinh lùc				85	60	200	-1	-1	0	0	0
Thêi gian phôc håi				113	30	50	-1	-1	0	0	0
Sinh lùc				85	-49	50	-1	-1	0	0	0
Phßng thñ vËt lý				104	20	30	-1	-1	0	0	0
Tèc ®é duy chuyÓn				111	30	45	-1	-1	0	0	0
Lµm chËm				106	30	50	-1	-1	0	0	0
Thêi gian tróng ®éc				108	40	80	-1	-1	0	0	0
È«¿¹13				114	10	20	-1	-1	0	0	0
ÄÚÁ¦22				89	60	200	-1	-1	0	0	0
±ù·À12				105	20	30	-1	-1	0	0	0
¶¾·À15				101	20	30	-1	-1	0	0	0
»ð·À13				102	20	30	-1	-1	0	0	0
ÉúÃü30				85	200	200	-1	-1	0	0	0
´ò»÷»Ø¸´12				113	50	50	-1	-1	0	0	0
ÉúÃü31				85	50	50	-1	-1	0	0	0
ÆÕ·À13				104	30	30	-1	-1	0	0	0
ÅÜËÙ14				111	45	45	-1	-1	0	0	0
¼õÉÙ±ù¶³Ê±¼ä14				106	50	50	-1	-1	0	0	0
¼õÉÙÖÐ¶¾Ê±¼ä10				108	80	80	-1	-1	0	0	0
È«¿¹14				114	20	20	-1	-1	0	0	0
ÄÚÁ¦23				89	200	200	-1	-1	0	0	0
±ù·À13				105	30	30	-1	-1	0	0	0
¶¾·À16				101	30	30	-1	-1	0	0	0
»ð·À14				102	30	30	-1	-1	0	0	0
¼õÉÙÖÐ¶¾Ê±¼ä11				108	40	40	-1	-1	0	0	0
Á¦Á¿8				97	24	24	-1	-1	0	0	0
ÉúÃü32				85	240	240	-1	-1	0	0	0
È«¿¹15				114	5	5	-1	-1	0	0	0
¶¾·À17				101	25	25	-1	-1	0	0	0
¼õÉÙ±ù¶³Ê±¼ä15				106	40	40	-1	-1	0	0	0
ÄÚ¹¦6				100	24	24	-1	-1	0	0	0
ÆÕ·À14				104	25	25	-1	-1	0	0	0
Á¦Á¿9				97	1	1	-1	-1	0	0	0
Éí·¨9				98	1	1	-1	-1	0	0	0
Éí·¨10				98	-5	-5	-1	-1	0	0	0
ÉúÃü33				85	160	160	-1	-1	0	0	0
ÌåÁ¦10				93	160	160	-1	-1	0	0	0
ÐÒÔË7				135	20	20	-1	-1	0	0	0
ÄÚÁ¦24				89	160	160	-1	-1	0	0	0
ÌåÁ¦11				93	200	200	-1	-1	0	0	0
Á¦Á¿10				97	-25	-25	-1	-1	0	0	0
´ò»÷»Ø¸´13				113	50	60	-1	-1	0	0	0
¼õÉÙÑ£ÔÎÊ±¼ä8				110	20	40	-1	-1	0	0	0
ÄÚµçÉË4				171	400	500	-1	-1	0	0	0
ÅÜËÙ15				111	45	60	-1	-1	0	0	0
ÅÜËÙ16				111	50	70	-1	-1	0	0	0
Ëõ¶Ì¶¾·¢¼ä¸ô3				164	20	25	-1	-1	0	0	0
Íâ¶¾µãÊý5				125	40	50	-1	-1	0	0	0
ÍâÆÕ%10				126	120	150	-1	-1	6	6	0
ÍâÆÕ%11				126	160	200	-1	-1	6	6	0
ÍâÆÕµãÊý7				121	60	70	-1	-1	0	0	0
ÍâÆÕµãÊý8				121	70	80	-1	-1	0	0	0
ÎüÄÚ5				137	6	10	-1	-1	0	0	0
±ù·À14				105	30	35	-1	-1	0	0	0
¶¾·À18				101	30	35	-1	-1	0	0	0
»ð·À15				102	30	35	-1	-1	0	0	0
ÃüÖÐ9				166	300	400	-1	-1	0	0	0
ÃüÖÐ10				166	400	500	-1	-1	0	0	0
ÃüÖÐ11				166	500	600	-1	-1	0	0	0
ÃüÖÐ12				166	600	700	-1	-1	0	0	0
ÃüÖÐ13				166	700	800	-1	-1	0	0	0
ÄÚ±ùÉË7				169	100	200	-1	-1	0	0	0
ÄÚ±ùÉË8				169	500	600	-1	-1	0	0	0
ÄÚ»ðÉË4				170	100	200	-1	-1	0	0	0
ÄÚ»ðÉË5				170	240	300	-1	-1	0	0	0
ÄÚÁ¦25				89	150	200	-1	-1	0	0	0
ÄÚÁ¦26				89	240	300	-1	-1	0	0	0
ÄÚÁ¦27				89	350	400	-1	-1	0	0	0
ÄÚÁ¦28				89	450	500	-1	-1	0	0	0
ÄÚÁ¦29				89	500	600	-1	-1	0	0	0
ÆÕ·À15				104	10	15	-1	-1	0	0	0
ÆÕ·À16				104	5	10	-1	-1	0	0	0
ÉúÃü34				85	150	200	-1	-1	0	0	0
ÉúÃü35				85	240	300	-1	-1	0	0	0
ÉúÃü36				85	350	400	-1	-1	0	0	0
ÉúÃü37				85	450	500	-1	-1	0	0	0
ÉúÃü38				85	500	600	-1	-1	0	0	0
Íâ¹¦13				99	15	25	-1	-1	0	0	0
Íâ¹¦14				99	20	30	-1	-1	0	0	0
Íâ¹¦15				99	40	50	-1	-1	0	0	0
À¥ÂØ½£·¨2				139	3	3	-1	-1	168	168	0
Áú×¦»¢×¥2				139	3	3	-1	-1	271	271	0
ÃüÖÐ14				166	900	1000	-1	-1	0	0	0
Íâ¶¾µãÊý6				125	30	40	-1	-1	0	0	0
ÄÚµçÉË5				171	700	800	-1	-1	0	0	0
ÄÚ±ùÉË9				169	150	200	-1	-1	0	0	0
ÄÚ±ùÉË10				169	300	400	-1	-1	0	0	0
ÄÚ»ðÉË6				170	100	200	-1	-1	0	0	0
ÄÚ»ðÉË7				170	350	400	-1	-1	0	0	0
ÄÚ±ùÉË11				169	350	400	-1	-1	0	0	0
ÄÚ±ùÉË12				169	700	800	-1	-1	0	0	0
ÄÚµçÉË6				171	500	600	-1	-1	0	0	0
ÉúÃü39				85	100	160	-1	-1	0	0	0
À×·À13				103	15	15	-1	-1	0	0	0
ÆÕ·À17				104	30	35	-1	-1	0	0	0
À×·À14				103	35	40	-1	-1	0	0	0
¼õÉÙ±ù¶³Ê±¼ä16				106	50	60	-1	-1	0	0	0
¼õÉÙÖÐ¶¾Ê±¼ä12				108	40	60	-1	-1	0	0	0
¼õÉÙÖÐ¶¾Ê±¼ä13				108	60	90	-1	-1	0	0	0
¼õÉÙÑ£ÔÎÊ±¼ä9				110	40	60	-1	-1	0	0	0
»áÐÄÒ»»÷ÂÊ3				70	5	7	-1	-1	0	0	0
»áÐÄÒ»»÷ÂÊ4				70	7	10	-1	-1	0	0	0
°Ù¶¾´©ÐÄ2				139	3	3	-1	-1	384	384	0
¶¾·À19				101	35	55	-1	-1	0	0	0
ÌìÍõÕ½Òâ2				139	3	3	-1	-1	36	36	0
±ùÐÄÏÉ×Ó2				139	3	3	-1	-1	337	337	0
ÌìÏÂÎÞ¹·2				139	3	3	-1	-1	359	359	0
ÔÆÁú»÷2				139	3	3	-1	-1	361	361	0
ÐÐÁú²»Óê2				139	3	3	-1	-1	14	14	0
½ð¸Õ·üÄ§2				139	3	3	-1	-1	10	10	0
Õ¶Áú¾÷2				139	3	3	-1	-1	29	29	0
»Ø·çÂäÑã2				139	3	3	-1	-1	30	30	0
¾ªÀ×Õ¶2				139	3	3	-1	-1	34	34	0
Ò»Ò¶ÖªÇï2				139	3	3	-1	-1	85	85	0
·ç»¨Ñ©ÔÂ2				139	3	3	-1	-1	99	99	0
·ç¾í²ÐÑ©2				139	3	3	-1	-1	102	102	0
¶¾É°ÕÆ2				139	3	3	-1	-1	63	63	0
Ñªµ¶¶¾É±2				139	3	3	-1	-1	65	65	0
ÌÆÃÅ°µÆ÷2				139	3	3	-1	-1	43	43	0
ÂþÌì»¨Óê2				139	3	3	-1	-1	54	54	0
¶á»êïÚ2				139	3	3	-1	-1	47	47	0
¼ûÈËÉìÊÖ2				139	3	3	-1	-1	122	122	0
ÑØÃÅÍÐ²§2				139	3	3	-1	-1	119	119	0
µ¯Ö¸ÁÒÑæ2				139	3	3	-1	-1	145	145	0
Å­À×Ö¸2				139	3	3	-1	-1	153	153	0
Èý»·Ì×ÔÂ2				139	3	3	-1	-1	267	267	0
ºô·ç·¨2				139	3	3	-1	-1	169	169	0
¿ñÀ×ÕðµØ2				139	3	3	-1	-1	179	179	0
¾­Ñé4				176	15	15	-1	-1	0	0	0
¾­Ñé5				176	5	5	-1	-1	0	0	0
ÉúÃü40				85	399	399	-1	-1	0	0	0
ÄÚÁ¦30				89	399	399	-1	-1	0	0	0
´ò»÷»Ø¸´14				113	48	68	-1	-1	0	0	0
Ä¦Ú­ÎÞÁ¿2				139	3	3	-1	-1	19	19	0
ÐÐÔÆ¾÷2				139	3	3	-1	-1	31	31	0
Éí·¨11				98	16	20	-1	-1	0	0	0
³ËÁú¾÷2				139	3	3	-1	-1	324	324	0
ÌìÍõÇ¹·¨2				139	3	3	-1	-1	23	23	0
¶Ï»ê´Ì2				139	3	3	-1	-1	40	40	0
¼õÉÙ±ù¶³Ê±¼ä16				106	40	60	-1	-1	0	0	0
ÍÆ´°ÍûÔÂ2				139	3	3	-1	-1	385	385	0
ËÄÏóÍ¬¹é2				139	3	3	-1	-1	82	82	0
Éí·¨12				98	4	8	-1	-1	0	0	0
¾²ÐÄ¾÷2				139	3	3	-1	-1	33	33	0
¶¾·À20				101	15	20	-1	-1	0	0	0
´äÑÌµ¶·¨1				139	3	3	-1	-1	95	95	0
·´µ¯4				117	16	20	-1	-1	0	0	0
Ñ©Ó°2				139	3	3	-1	-1	109	109	0
ÎÞÐÎ¹Æ2				139	3	3	-1	-1	69	69	0
ÄÚ¶¾ÉË4				172	25	35	-1	-1	0	0	0
Îå¶¾Ææ¾­2				139	3	3	-1	-1	75	75	0
ÉúÃü41				85	320	400	-1	-1	0	0	0
´ò»÷»Ø¸´15				113	49	59	-1	-1	0	0	0
×·ÐÄ¼ý2				139	3	3	-1	-1	50	50	0
ÄÚÁ¦31				89	420	500	-1	-1	0	0	0
Åùö¨µ¯2				139	3	3	-1	-1	45	45	0
½µÁúÕÆ2				139	3	3	-1	-1	274	274	0
´ò¹·Õó2				139	3	3	-1	-1	124	124	0
ÉúÃü42				85	420	500	-1	-1	0	0	0
ÄÚÁ¦32				89	320	400	-1	-1	0	0	0
²ÐÑôÈçÑª2				139	3	3	-1	-1	135	135	0
ÌìÈÌµ¶·¨2				139	3	3	-1	-1	131	131	0
ÄÚ¹¦7				100	22	30	-1	-1	0	0	0
À×·À15				103	40	55	-1	-1	0	0	0
Ò»ÆøÈýÇå·û2				139	3	3	-1	-1	178	178	0
¿ñ·çÖèµç2				139	3	3	-1	-1	176	176	0
¼õÉÙÖÐ¶¾Ê±¼ä14				108	50	60	-1	-1	0	0	0
¶¾·À21				101	10	20	-1	-1	0	0	0
¶¾·À22				101	10	15	-1	-1	0	0	0
È«¿¹16				114	8	8	-1	-1	0	0	0
»ð·À16				102	15	15	-1	-1	0	0	0
¼õÉÙÖÐ¶¾Ê±¼ä15				108	10	10	-1	-1	0	0	0
ÄÚµçÉË7				171	120	200	-1	-1	0	0	0
ÄÚµçÉË8				171	240	300	-1	-1	0	0	0
ÄÚ±ùÉË13				169	240	300	-1	-1	0	0	0
ÄÚÁ¦33				89	180	240	-1	-1	0	0	0
ÉúÃü43				85	180	240	-1	-1	0	0	0
¼õÉÙÖÐ¶¾Ê±¼ä16				108	30	50	-1	-1	0	0	0
ÄÚ»ðÉË8				170	200	300	-1	-1	0	0	0
ÄÚµçÉË9				171	80	120	-1	-1	0	0	0
ÍâÆÕ%12				126	30	50	-1	-1	6	6	0
»áÐÄÂÊ3				146	3	5	-1	-1	0	0	0
ÄÚ¶¾ÉË5				172	50	60	-1	-1	0	0	0
ÎïÀíÉËº¦ÎüÊÕ4				134	6	10	-1	-1	0	0	0
´ò»÷»Ø¸´16				113	45	55	-1	-1	0	0	0
À×·À16				103	25	25	-1	-1	0	0	0
¼õÉÙÑ£ÔÎÊ±¼ä10				110	50	50	-1	-1	0	0	0
È«¿¹17				114	22	22	-1	-1	0	0	0
È«¿¹18				114	18	22	-1	-1	0	0	0
ÆÕ·À18				104	15	20	-1	-1	0	0	0
ÄÚ¶¾ÉË6				172	15	35	-1	-1	0	0	0
ÐÒÔË8				135	20	25	-1	-1	0	0	0
Éí·¨13				98	5	5	-1	-1	0	0	0
Á¦Á¿11				97	5	5	-1	-1	0	0	0
ÌåÁ¦12				93	240	240	-1	-1	0	0	0
µÖÏûÉËº¦1				218	60	60	-1	-1	0	0	0
ÉúÃü44				85	300	300	-1	-1	0	0	0
ÄÚÁ¦34				89	300	300	-1	-1	0	0	0
»ð·À17				102	5	5	-1	-1	0	0	0
ÆÕ·À19				104	5	5	-1	-1	0	0	0
À×·À17				103	5	5	-1	-1	0	0	0
±ù·À15				105	5	5	-1	-1	0	0	0
¶¾·À23				101	5	5	-1	-1	0	0	0
È«¿¹19				114	5	5	-1	-1	0	0	0
ÉúÃü45				85	100	100	-1	-1	0	0	0
ÄÚÁ¦35				89	100	100	-1	-1	0	0	0
»ð·À18				102	25	25	-1	-1	0	0	0
ÆÕ·À20				104	17	17	-1	-1	0	0	0
À×·À18				103	25	25	-1	-1	0	0	0
±ù·À16				105	25	25	-1	-1	0	0	0
¶¾·À24				101	25	25	-1	-1	0	0	0
ÉúÃü499_499				85	499	499	-1	-1	0	0	0
ÄÚÁ¦499_499				89	499	499	-1	-1	0	0	0
Ê¨×Óºð				139	1	3	-1	-1	20	20	0
×··ç¾÷				139	1	3	-1	-1	325	325	0
×·ÐÇÖðÔÂ				139	1	3	-1	-1	323	323	0
ÉúÃü360_480				85	360	480	-1	-1	0	0	0
À×·À45_50				103	45	50	-1	-1	0	0	0
¶¾·À45_50				101	45	50	-1	-1	0	0	0
Ôì³ÉÊÜÉË¶¯×÷Ê±¼ä6_8				219	6	8	-1	-1	0	0	0
Ôì³ÉÑ£ÔÎÊ±¼ä30_50				220	30	50	-1	-1	0	0	0
ºöÂÔ¶Ô·½¶¾·À25_30				221	25	30	-1	-1	0	0	0
ºöÂÔ¶Ô·½»ð·À25_30				222	25	30	-1	-1	0	0	0
ºöÂÔ¶Ô·½À×·À25_30				223	25	30	-1	-1	0	0	0
ºöÂÔ¶ÔÆÕ·À25_30				224	25	30	-1	-1	0	0	0
ºöÂÔ¶Ô·½±ù·À25_30				225	25	30	-1	-1	0	0	0
ºöÂÔ¶Ô·½»ð·À10_15				222	10	15	-1	-1	0	0	0
Ôì³ÉÑ£ÔÎÊ±¼ä20_40				220	20	40	-1	-1	0	0	0
ÆÕ·À40_50				104	40	50	-1	-1	0	0	0
Íâ¹¦¹¥ËÙ21_31				115	21	31	-1	-1	0	0	0
Ô¶·´9_12				120	9	12	-1	-1	0	0	0
ÄÚÁ¦999_999				89	999	999	-1	-1	0	0	0
ÉúÃü999_999				85	999	999	-1	-1	0	0	0
µÖÏûÉËº¦120_120				218	120	120	-1	-1	0	0	0
È«¿¹24_24				114	24	24	-1	-1	0	0	0
´ò»÷»Ø¸´68_68				113	68	68	-1	-1	0	0	0
¼õÉÙÑ£ÔÎÊ±¼ä60_60				110	60	60	-1	-1	0	0	0
ÄÚÁ¦400_400				89	400	400	-1	-1	0	0	0
ÉúÃü400_400				85	400	400	-1	-1	0	0	0
ÅÜËÙ70_70				111	70	70	-1	-1	0	0	0
¼õÉÙ±ù¶³Ê±¼ä60_60				106	60	60	-1	-1	0	0	0
ÉúÃü480_600				85	480	600	-1	-1	0	0	0
ÂÞººÕó3_3				139	3	3	-1	-1	16	16	0
Ò×½î¾­3_3				139	3	3	-1	-1	21	21	0
ÉÙÁÖ¹÷·¨3_3				139	3	3	-1	-1	4	4	0
²»¶¯Ã÷Íõ3_3				139	3	3	-1	-1	15	15	0
ÉÙÁÖµ¶·¨3_3				139	3	3	-1	-1	6	6	0
Ê¨×Óºð3_3				139	3	3	-1	-1	20	20	0
ÌìÍõ´¸·¨3_3				139	3	3	-1	-1	26	26	0
ÑªÕ½°Ë·½3_3				139	3	3	-1	-1	41	41	0
ÎÞÐÄÕ¶3_3				139	3	3	-1	-1	32	32	0
¶ëáÒ½£·¨3_3				139	3	3	-1	-1	77	77	0
ÇåÒôèó³ª3_3				139	3	3	-1	-1	282	282	0
Óê´òÀæ»¨3_3				139	3	3	-1	-1	105	105	0
¸¡ÔÆÉ¢Ñ©3_3				139	3	3	-1	-1	113	113	0
Îå¶¾µ¶·¨3_3				139	3	3	-1	-1	60	60	0
±ùÀ¶Ðþ¾§3_3				139	3	3	-1	-1	64	64	0
Åùö¨µ¯3_3				139	3	3	-1	-1	45	45	0
ÌìÂÞµØÍø3_3				139	3	3	-1	-1	58	58	0
ÌÆÃÅ°µÆ÷3_3				139	3	3	-1	-1	43	43	0
Ø¤°ïÕÆ·¨3_3				139	3	3	-1	-1	116	116	0
°ô´ò¶ñ¹·3_3				139	3	3	-1	-1	125	125	0
ÁÒ»ðÇéÌì3_3				139	3	3	-1	-1	141	141	0
»ÃÓ°·Éºü3_3				139	3	3	-1	-1	137	137	0
ÆßÐÇÕó3_3				139	3	3	-1	-1	159	159	0
ÆúÐÄ·û3_3				139	3	3	-1	-1	181	181	0
Ìì¼ÊÑ¸À×3_3				139	3	3	-1	-1	172	172	0
î¿°í·û3_3				139	3	3	-1	-1	174	174	0
²»Ãð²»¾ø3_3				139	3	3	-1	-1	88	88	0
Æ®Ñ©´©ÔÆ3_3				139	3	3	-1	-1	80	80	0
·ðÐÄ´ÈÓÓ3_3				139	3	3	-1	-1	92	92	0
ÄÁÒ°Á÷ÐÇ3_3				139	3	3	-1	-1	108	108	0
±Ìº£³±Éú3_3				139	3	3	-1	-1	111	111	0
Öì¸òÇàÚ¤3_3				139	3	3	-1	-1	74	74	0
³àÑ×Ê´Ìì3_3				139	3	3	-1	-1	70	70	0
Ð¡Àî·Éµ¶3_3				139	3	3	-1	-1	249	249	0
É¢»¨ïÚ3_3				139	3	3	-1	-1	341	341	0
º®±ù´Ì3_3				139	3	3	-1	-1	345	345	0
Ø¤°ï°ô·¨3_3				139	3	3	-1	-1	115	115	0
ÍµÌì»»ÈÕ3_3				139	3	3	-1	-1	142	142	0
»ðÁ«·Ù»ª3_3				139	3	3	-1	-1	136	136	0
Îäµ±È­·¨3_3				139	3	3	-1	-1	152	152	0
À¥ÂØµ¶·¨3_3				139	3	3	-1	-1	167	167	0
ÆÛº®°ÁÑ©3_3				139	3	3	-1	-1	175	175	0
»ØÄÚ16_20				92	16	20	-1	-1	0	0	0
¾­Ñé300_300				176	300	300	-1	-1	0	0	0
È«¿¹15_15				114	15	15	-1	-1	0	0	0
¼õÉÙÖÐ¶¾Ê±¼ä60_100				108	60	100	-1	-1	0	0	0
ÆÕ·À45_55				104	45	55	-1	-1	0	0	0
Á¦Á¿16_20				97	16	20	-1	-1	0	0	0
¾­Ñé200_200				176	200	200	-1	-1	0	0	0
µÖÏûÉËº¦5_5				218	5	5	-1	-1	0	0	0
ÃüÖÐ300%				167	300	300	-1	-1	0	0	0
ÖØ»÷2_2				227	2	2	-1	-1	0	0	0
¸ñµ²2_2				226	2	2	-1	-1	0	0	0
ÉúÃü1000_1000				85	1000	1000	-1	-1	0	0	0
ÄÚ¶¾ÉË60_70				172	60	70	-1	-1	0	0	0
ÄÚ»ðÉË2				170	500	600	-1	-1	0	0	0
¶¾·À15_15				101	15	15	-1	-1	0	0	0
±ù·À40_45				105	40	45	-1	-1	0	0	0
¾­Ñé6				176	20	25	-1	-1	0	0	0
¾­Ñé25_25				176	25	25	-1	-1	0	0	0
»ð·À14_20				102	14	20	-1	-1	0	0	0
ÆÕ·À14_20				104	14	20	-1	-1	0	0	0
¶¾·À14_20				101	14	20	-1	-1	0	0	0
±ù·À14_20				105	14	20	-1	-1	0	0	0
À×·À14_20				103	14	20	-1	-1	0	0	0
ÐÂ¶¾·À£¨1¼¶£©				228	20	25	-1	-1	0	0	0
ÐÂ¶¾·À£¨2¼¶£©				228	25	30	-1	-1	0	0	0
ÐÂ¶¾·À£¨3¼¶£©				228	30	35	-1	-1	0	0	0
ÐÂ¶¾·À£¨4¼¶£©				228	35	40	-1	-1	0	0	0
ÐÂ¶¾·À£¨5¼¶£©				228	40	45	-1	-1	0	0	0
ÐÂ¶¾·À£¨6¼¶£©				228	45	50	-1	-1	0	0	0
ÐÂ¶¾·À£¨7¼¶£©				228	50	55	-1	-1	0	0	0
ÐÂ¶¾·À£¨8¼¶£©				228	55	60	-1	-1	0	0	0
ÐÂ¶¾·À£¨9¼¶£©				228	60	65	-1	-1	0	0	0
ÐÂ¶¾·À£¨10¼¶£©				228	65	70	-1	-1	0	0	0
ÐÂ¶¾·À£¨11¼¶£©				228	70	75	-1	-1	0	0	0
ÐÂ¶¾·À£¨12¼¶£©				228	75	80	-1	-1	0	0	0
ÐÂ¶¾·À£¨13¼¶£©				228	80	85	-1	-1	0	0	0
